 Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48 USA49  AUST
 2006  3 -0.51 -0.74 -0.42 -0.85 -1.05 -0.72 -0.18 -0.05 -0.20  0.02 -0.14  0.07 -1.35 -1.31 -1.39 -0.24  0.07 -0.30 -2.76 -2.36 -3.23  0.52  0.89  0.34 -1.50 -1.88 -0.82
 2006  4 -0.32 -0.25 -0.34 -0.35 -0.33 -0.37 -0.28 -0.07 -0.32  0.24  0.24  0.24 -0.69 -0.50 -0.86 -0.53 -0.22 -0.58 -2.52 -1.54 -3.64 -0.69  0.14 -1.08 -1.40 -1.43 -0.94
 2006  5 -0.26 -0.24 -0.27 -0.20 -0.33 -0.12 -0.32 -0.03 -0.38  0.17  0.13  0.18 -0.42 -0.47 -0.38 -0.56 -0.12 -0.63 -1.15 -0.92 -1.41  0.16 -0.01  0.23 -0.11 -0.26  0.05
 2006  6 -0.23 -0.11 -0.27  0.09 -0.03  0.16 -0.54 -0.31 -0.59  0.23  0.31  0.20 -0.03 -0.14  0.06 -0.89 -0.71 -0.93  0.03 -0.19  0.28 -0.20 -0.70  0.04 -0.01 -0.01 -0.24
 2006  7 -0.13  0.18 -0.25  0.33  0.25  0.39 -0.59  0.03 -0.72  0.38  0.40  0.37  0.27  0.21  0.33 -1.07 -0.25 -1.21  0.31  0.34  0.28 -0.51  0.48 -0.98 -0.02  0.10 -0.49
 2006  8 -0.23  0.02 -0.33  0.24  0.28  0.22 -0.71 -0.56 -0.74  0.33  0.34  0.32  0.15  0.25  0.06 -1.20 -1.20 -1.20  0.02  0.17 -0.15 -1.77 -1.76 -1.77  0.06  0.19 -1.25
 2006  9 -0.35 -0.13 -0.43  0.17  0.16  0.18 -0.86 -0.77 -0.89  0.36  0.40  0.34  0.05  0.09  0.01 -1.48 -1.64 -1.46 -0.18 -0.31 -0.04 -3.69 -3.67 -3.69  1.04  0.77 -0.60
 2006 10 -0.44 -0.42 -0.45  0.05  0.12  0.01 -0.94 -1.65 -0.79 -0.04 -0.03 -0.05  0.08  0.15  0.02 -1.39 -2.86 -1.13  0.76  0.76  0.76 -4.19 -6.62 -3.03 -0.05  0.12 -0.44
 2006 11 -0.39 -0.75 -0.25 -0.11 -0.23 -0.04 -0.66 -1.93 -0.40  0.24  0.26  0.24 -0.32 -0.35 -0.29 -1.12 -3.59 -0.69 -1.83 -2.04 -1.59 -5.38 -8.75 -3.79  0.34 -0.89  0.19
 2006 12 -0.43 -0.50 -0.40 -0.28 -0.57 -0.09 -0.58 -0.35 -0.63 -0.31 -0.30 -0.32 -0.27 -0.61  0.02 -0.70 -0.48 -0.74 -1.56 -1.25 -1.91 -0.72 -0.72 -0.71  0.94  1.32  0.24
 2007  1 -0.27 -0.06 -0.36 -0.06  0.18 -0.22 -0.48 -0.59 -0.46 -0.40 -0.39 -0.40  0.09  0.31 -0.12 -0.50 -0.69 -0.47 -0.45 -0.12 -0.82 -0.58 -0.84 -0.45  1.47  1.50 -0.55
 2007  2 -0.26 -0.10 -0.33 -0.05 -0.05 -0.06 -0.47 -0.20 -0.52 -0.45 -0.42 -0.45  0.14  0.05  0.22 -0.46 -0.05 -0.54 -0.90 -0.29 -1.60 -0.02  0.39 -0.21 -0.04  0.39 -0.09
 2007  3 -0.30 -0.15 -0.36 -0.06 -0.00 -0.10 -0.53 -0.47 -0.55 -0.30 -0.25 -0.32  0.06  0.07  0.05 -0.65 -0.66 -0.65 -0.67 -0.14 -1.28 -0.48 -0.29 -0.57 -0.34  0.30 -1.34
 2007  4 -0.29 -0.32 -0.28 -0.21 -0.32 -0.14 -0.37 -0.32 -0.38 -0.30 -0.33 -0.30 -0.17 -0.32 -0.04 -0.40 -0.32 -0.41 -1.18 -0.98 -1.40 -0.74 -0.31 -0.94 -0.13  0.10 -0.38
 2007  5 -0.33 -0.41 -0.30 -0.23 -0.35 -0.16 -0.43 -0.55 -0.40 -0.35 -0.44 -0.33 -0.15 -0.33  0.01 -0.49 -0.63 -0.46  0.78  0.60  0.98 -1.22 -1.41 -1.13 -0.34 -0.15 -0.11
 2007  6 -0.39 -0.39 -0.38 -0.50 -0.45 -0.53 -0.27 -0.28 -0.27 -0.66 -0.77 -0.62 -0.37 -0.35 -0.38 -0.12  0.06 -0.15 -0.33 -0.03 -0.67 -0.78 -0.23 -1.04 -0.28 -0.24  0.92
 2007  7 -0.51 -0.84 -0.38 -1.05 -0.88 -1.17  0.04 -0.74  0.20 -1.58 -1.58 -1.58 -0.74 -0.68 -0.78  0.85 -0.14  1.03 -0.33 -0.30 -0.37  0.91 -0.35  1.51 -0.78 -0.67 -1.02
 2007  8 -0.54 -0.74 -0.46 -0.79 -0.74 -0.82 -0.29 -0.75 -0.19 -1.10 -1.17 -1.08 -0.62 -0.64 -0.61  0.14 -0.39  0.23 -0.32 -0.32 -0.32  0.10 -0.29  0.28 -1.30 -1.21 -0.68
 2007  9 -0.53 -0.70 -0.47 -0.77 -0.75 -0.78 -0.30 -0.57 -0.24 -1.04 -1.10 -1.02 -0.63 -0.68 -0.59  0.09 -0.12  0.13 -0.16 -0.15 -0.16  1.36  1.32  1.38 -0.77 -0.69 -0.38
 2007 10 -0.54 -0.68 -0.48 -0.91 -0.90 -0.92 -0.16 -0.17 -0.15 -1.14 -1.14 -1.15 -0.80 -0.85 -0.76  0.37  0.57  0.34  0.36  0.23  0.51  3.24  2.55  3.57 -1.73 -1.17 -1.07
 2007 11 -0.40 -0.61 -0.31 -0.44 -0.49 -0.42 -0.35 -0.90 -0.23 -0.28 -0.43 -0.24 -0.53 -0.50 -0.55 -0.38 -1.25 -0.23  0.53  0.38  0.71 -2.04 -3.29 -1.45 -0.73 -0.60 -0.22
 2007 12 -0.31 -0.79 -0.12 -0.52 -0.95 -0.24 -0.10 -0.42 -0.04  0.21  0.13  0.23 -0.89 -1.22 -0.59 -0.27 -0.89 -0.16 -2.32 -2.53 -2.08 -1.35 -2.66 -0.73  0.28  0.14  0.27
 2008  1 -0.37 -0.42 -0.35 -0.39 -0.52 -0.31 -0.35 -0.19 -0.39 -0.23 -0.30 -0.21 -0.48 -0.58 -0.39 -0.42 -0.11 -0.47 -2.28 -2.20 -2.37 -0.03  0.25 -0.16  1.98  2.30 -0.37
 2008  2 -0.40 -0.40 -0.40 -0.50 -0.55 -0.47 -0.30 -0.06 -0.35 -0.23 -0.27 -0.21 -0.61 -0.61 -0.60 -0.38  0.05 -0.46  1.13  1.15  1.12 -0.15  0.29 -0.36  0.71  1.18 -0.18
 2008  3 -0.42 -0.78 -0.28 -0.59 -1.05 -0.30 -0.25 -0.19 -0.26 -0.02 -0.21  0.04 -0.86 -1.23 -0.52 -0.41 -0.30 -0.43  2.02  0.72  3.52 -0.40 -0.46 -0.37 -1.09 -1.12  0.01
 2008  4 -0.46 -0.65 -0.38 -0.73 -0.84 -0.66 -0.19 -0.22 -0.18 -0.01 -0.20  0.04 -1.08 -1.00 -1.16 -0.30 -0.27 -0.31 -0.43 -0.31 -0.57 -0.99 -0.86 -1.06 -1.13 -1.33  0.29
 2008  5 -0.45 -0.55 -0.41 -0.62 -0.72 -0.55 -0.29 -0.17 -0.31 -0.11 -0.27 -0.07 -0.87 -0.84 -0.89 -0.40 -0.11 -0.45 -1.63 -1.54 -1.73 -0.21  0.83 -0.70 -0.74 -0.76 -0.43
 2008  6 -0.43 -0.53 -0.40 -0.31 -0.50 -0.18 -0.56 -0.59 -0.56  0.07 -0.07  0.12 -0.54 -0.63 -0.47 -0.86 -0.95 -0.85 -0.49 -0.57 -0.39 -0.06 -0.70  0.25 -0.33 -0.31 -1.04
 2008  7 -0.43 -0.23 -0.50  0.01 -0.03  0.03 -0.86 -0.69 -0.89  0.37  0.36  0.37 -0.25 -0.16 -0.32 -1.44 -1.40 -1.45 -0.22 -0.13 -0.31 -1.18 -1.57 -0.99 -0.23 -0.12 -0.25
 2008  8 -0.43 -0.13 -0.55  0.05 -0.10  0.15 -0.92 -0.22 -1.07  0.51  0.41  0.54 -0.21 -0.24 -0.19 -1.65 -0.65 -1.82 -0.14 -0.14 -0.13 -1.60 -1.27 -1.76  0.01  0.15  0.63
 2008  9 -0.49 -0.35 -0.54 -0.12 -0.16 -0.10 -0.85 -0.76 -0.86  0.25  0.15  0.28 -0.32 -0.24 -0.39 -1.42 -1.46 -1.42 -0.25 -0.25 -0.25 -3.05 -3.11 -3.02 -0.49 -0.45 -0.18
 2008 10 -0.52 -0.69 -0.45 -0.57 -0.74 -0.47 -0.47 -0.57 -0.44 -0.27 -0.37 -0.24 -0.75 -0.82 -0.69 -0.55 -0.76 -0.51 -0.68 -0.77 -0.57 -0.50 -0.52 -0.48 -0.76 -0.77 -0.71
 2008 11 -0.53 -0.76 -0.44 -0.36 -0.40 -0.34 -0.71 -1.58 -0.52 -0.28 -0.50 -0.22 -0.38 -0.37 -0.39 -0.95 -2.41 -0.69 -0.45 -0.41 -0.49 -3.35 -4.96 -2.58 -0.07  0.23 -0.66
 2008 12 -0.55 -0.68 -0.49 -0.46 -0.47 -0.46 -0.63 -1.16 -0.52 -0.21 -0.41 -0.15 -0.60 -0.46 -0.71 -0.86 -1.78 -0.69 -0.70 -0.53 -0.90 -2.41 -3.49 -1.90  0.64  0.84 -0.64
 2009  1 -0.53 -0.73 -0.45 -0.28 -0.80  0.05 -0.78 -0.57 -0.83 -0.36 -0.50 -0.32 -0.26 -0.88  0.29 -0.99 -0.64 -1.05  0.75 -0.53  2.23 -0.49 -0.33 -0.56 -2.49 -2.75 -1.11
 2009  2 -0.63 -0.20 -0.80 -0.04  0.29 -0.24 -1.22 -1.29 -1.21 -1.34 -1.53 -1.29  0.68  0.79  0.58 -1.19 -1.19 -1.19  9.17  7.54 11.04 -0.64 -0.84 -0.54 -1.56 -1.62 -1.52
 2009  3 -0.44 -0.57 -0.39 -0.56 -0.70 -0.47 -0.32 -0.29 -0.33 -0.18 -0.38 -0.12 -0.78 -0.78 -0.77 -0.39 -0.23 -0.41 -0.87 -1.27 -0.42 -0.57 -0.45 -0.63 -1.09 -1.80  0.05
 2009  4 -0.20 -0.38 -0.13 -0.32 -0.49 -0.20 -0.08 -0.11 -0.07  0.12  0.10  0.13 -0.54 -0.63 -0.47 -0.19 -0.34 -0.17 -3.39 -3.07 -3.74 -0.96 -1.20 -0.84  0.39 -0.19  0.74
 2009  5 -0.19 -0.23 -0.17 -0.28 -0.30 -0.27 -0.10 -0.08 -0.10 -0.18 -0.13 -0.19 -0.33 -0.34 -0.33 -0.06 -0.05 -0.06 -0.95 -0.81 -1.11 -0.57 -0.56 -0.58 -0.43 -0.74  0.59
 2009  6 -0.32 -0.26 -0.34 -0.31 -0.11 -0.44 -0.33 -0.59 -0.27 -0.76 -0.68 -0.79 -0.09  0.01 -0.18 -0.08 -0.44 -0.02 -0.35 -0.42 -0.28 -0.11 -0.82  0.23 -0.18 -0.17 -0.57
 2009  7 -0.39 -0.08 -0.51 -0.10  0.06 -0.20 -0.68 -0.41 -0.73 -0.50 -0.43 -0.52  0.11  0.19  0.05 -0.77 -0.39 -0.83 -0.12 -0.04 -0.22 -0.52 -0.68 -0.45  0.63  0.40 -0.85
 2009  8 -0.31 -0.05 -0.42 -0.06  0.10 -0.16 -0.57 -0.38 -0.61 -0.28 -0.20 -0.30  0.07  0.19 -0.03 -0.74 -0.55 -0.77 -0.08 -0.18  0.04 -1.87 -1.70 -1.95  0.57  0.49 -0.83
 2009  9 -0.32 -0.48 -0.26 -0.34 -0.32 -0.36 -0.30 -0.84 -0.19 -0.72 -0.74 -0.72 -0.13 -0.22 -0.05 -0.09 -0.89  0.05 -0.32 -0.45 -0.17 -1.55 -2.37 -1.17 -0.27 -0.13 -0.16
 2009 10 -0.33 -0.42 -0.29 -0.52 -0.41 -0.58 -0.14 -0.46 -0.08 -1.05 -1.00 -1.06 -0.23 -0.26 -0.21  0.33 -0.03  0.39 -0.35 -0.37 -0.32  1.84 -0.29  2.85  0.18 -0.03 -0.44
 2009 11 -0.40 -0.34 -0.43 -0.21 -0.18 -0.24 -0.59 -0.71 -0.57 -0.94 -0.84 -0.97  0.15 -0.02  0.30 -0.39 -0.55 -0.36  3.05  2.36  3.85 -1.46 -0.29 -2.01 -0.32  0.44 -0.49
 2009 12 -0.43  0.12 -0.65 -0.16  0.45 -0.55 -0.71 -0.62 -0.72 -1.56 -1.41 -1.60  0.55  0.93  0.21 -0.24  0.01 -0.28  0.01  0.69 -0.77  1.62  2.06  1.41  0.14 -0.84 -1.35
 2010  1 -0.45 -0.64 -0.38 -0.52 -0.73 -0.38 -0.39 -0.45 -0.37 -0.79 -0.69 -0.82 -0.35 -0.74 -0.01 -0.20 -0.27 -0.19 -1.18 -1.44 -0.87 -0.05 -0.07 -0.04  1.65  1.76 -0.51
 2010  2 -0.45 -0.10 -0.59  0.10  0.35 -0.07 -0.99 -1.12 -0.97 -1.89 -1.86 -1.90  1.14  0.92  1.34 -0.52 -0.52 -0.53  5.24  4.18  6.46 -0.31 -0.30 -0.32  1.95  1.51 -0.13
 2010  3 -0.36 -0.43 -0.32 -0.33 -0.41 -0.29 -0.38 -0.49 -0.35 -1.08 -1.02 -1.10  0.07 -0.24  0.35 -0.01 -0.08 -0.00  1.52  1.14  1.94  0.24  0.17  0.27 -0.12  0.38 -0.15
 2010  4 -0.23 -0.16 -0.25 -0.28 -0.05 -0.43 -0.17 -0.42 -0.12 -0.64 -0.62 -0.65 -0.08  0.07 -0.21  0.06 -0.17  0.10 -1.28 -0.68 -1.97 -0.30 -0.44 -0.24  0.30  0.34 -0.30
 2010  5 -0.11  0.06 -0.18  0.03  0.24 -0.10 -0.26 -0.34 -0.24 -0.49 -0.47 -0.50  0.35  0.44  0.27 -0.18 -0.28 -0.17 -0.74 -0.49 -1.03 -1.32 -2.03 -0.99  1.01  0.84  1.11
 2010  6 -0.14  0.03 -0.21  0.07  0.18  0.01 -0.36 -0.31 -0.37 -0.30 -0.42 -0.26  0.29  0.34  0.26 -0.42 -0.22 -0.46  0.09  0.31 -0.16 -0.74 -1.01 -0.61 -0.03  0.07  0.83
 2010  7 -0.26 -0.26 -0.26 -0.30 -0.27 -0.32 -0.21 -0.23 -0.21 -0.52 -0.62 -0.49 -0.17 -0.19 -0.16 -0.06  0.11 -0.09  0.03 -0.17  0.26  0.89  0.62  1.01 -0.48 -0.31  0.33
 2010  8 -0.28 -0.33 -0.25 -0.38 -0.29 -0.44 -0.17 -0.44 -0.12 -0.54 -0.69 -0.49 -0.28 -0.18 -0.37  0.00 -0.25  0.05  0.13  0.26 -0.03  1.59  0.82  1.95 -0.61 -0.48 -0.60
 2010  9 -0.27 -0.24 -0.28 -0.07 -0.12 -0.03 -0.47 -0.51 -0.46  0.18  0.07  0.21 -0.17 -0.16 -0.19 -0.84 -0.98 -0.81 -0.07  0.07 -0.23  0.33 -1.14  1.02 -0.24 -0.48 -0.61
 2010 10 -0.22 -0.20 -0.24  0.05 -0.12  0.16 -0.50 -0.37 -0.53  0.61  0.33  0.69 -0.19 -0.20 -0.19 -1.14 -1.04 -1.15  0.14  0.27 -0.02 -1.75 -2.58 -1.35 -0.23  0.18  0.22
 2010 11 -0.11 -0.42  0.01  0.23 -0.24  0.53 -0.45 -0.82 -0.37  1.20  1.05  1.24 -0.21 -0.53  0.06 -1.38 -2.39 -1.21 -0.24 -0.66  0.24 -5.24 -7.25 -4.29 -0.26 -0.74  0.96
 2010 12 -0.11 -0.18 -0.08  0.14  0.08  0.17 -0.36 -0.76 -0.27  1.01  0.65  1.11 -0.25 -0.03 -0.45 -1.15 -1.96 -1.01 -1.26 -0.65 -1.95 -3.68 -4.71 -3.19 -0.57 -0.55  0.12
 2011  1 -0.20 -0.12 -0.23 -0.10 -0.09 -0.10 -0.30 -0.18 -0.33  0.72  0.41  0.81 -0.45 -0.18 -0.70 -0.92 -0.79 -0.95 -1.55 -1.52 -1.57 -0.72 -0.82 -0.68 -0.16 -0.70 -0.88
 2011  2 -0.13 -0.24 -0.09 -0.39 -0.51 -0.31  0.12  0.37  0.07  1.13  0.99  1.17 -1.10 -0.86 -1.31 -0.50 -0.24 -0.54 -5.28 -4.35 -6.34 -0.21 -0.36 -0.14 -0.39 -0.73 -0.04
 2011  3 -0.16 -0.55 -0.01 -0.65 -0.95 -0.45  0.32  0.36  0.32  1.17  1.01  1.22 -1.54 -1.45 -1.62 -0.19 -0.19 -0.19 -7.47 -5.99 -9.16 -0.25 -0.11 -0.31  0.23 -0.36 -0.45
 2011  4 -0.51 -0.86 -0.38 -0.47 -1.03 -0.11 -0.56 -0.47 -0.58 -0.23 -0.37 -0.19 -0.53 -1.18  0.06 -0.80 -0.61 -0.83  2.36  1.17  3.72 -0.95 -0.68 -1.08 -0.72  0.10 -0.73
 2011  5 -0.66 -0.63 -0.67 -0.55 -0.55 -0.54 -0.78 -0.82 -0.77 -0.74 -0.97 -0.67 -0.40 -0.43 -0.38 -0.85 -0.74 -0.86  1.28  1.00  1.61 -0.65 -0.72 -0.61 -0.66 -0.46 -0.41
 2011  6 -0.59 -0.57 -0.60 -0.52 -0.53 -0.51 -0.66 -0.67 -0.66 -0.46 -0.60 -0.42 -0.52 -0.51 -0.52 -0.79 -0.72 -0.81 -0.39 -0.26 -0.53 -1.46 -1.79 -1.30 -0.54 -0.49  0.17
 2011  7 -0.51 -0.67 -0.45 -0.70 -0.62 -0.75 -0.32 -0.77 -0.23 -0.78 -0.81 -0.78 -0.67 -0.59 -0.74 -0.06 -0.71  0.05 -0.44 -0.44 -0.45 -0.26 -0.82  0.01 -1.51 -1.23 -0.44
 2011  8 -0.46 -0.49 -0.45 -0.46 -0.41 -0.49 -0.47 -0.68 -0.43 -0.49 -0.46 -0.49 -0.45 -0.40 -0.49 -0.45 -0.82 -0.39 -0.54 -0.39 -0.70 -1.83 -1.92 -1.78 -0.85 -0.56 -0.62
 2011  9 -0.44 -0.51 -0.42 -0.17 -0.33 -0.06 -0.72 -0.91 -0.68  0.03 -0.03  0.04 -0.27 -0.41 -0.15 -1.11 -1.58 -1.03 -0.39 -0.39 -0.40 -3.32 -3.28 -3.34  0.08  0.16  0.01
 2011 10 -0.44 -0.47 -0.42 -0.27 -0.36 -0.22 -0.60 -0.73 -0.57 -0.19 -0.31 -0.16 -0.30 -0.35 -0.26 -0.83 -1.10 -0.78  0.24  0.24  0.24 -4.41 -3.42 -4.89 -0.24  0.01  0.71
 2011 11 -0.47 -0.70 -0.39 -0.36 -0.59 -0.21 -0.59 -0.94 -0.52 -0.07 -0.14 -0.05 -0.50 -0.69 -0.33 -0.88 -1.60 -0.75 -2.42 -2.43 -2.40 -3.94 -3.73 -4.04 -0.22 -0.89 -0.01
 2011 12 -0.38 -1.05 -0.11 -0.79 -1.39 -0.40  0.04 -0.30  0.11  0.24  0.00  0.31 -1.33 -1.75 -0.96 -0.07 -0.55  0.01 -3.76 -3.38 -4.20 -0.53 -2.03  0.19  0.04  0.06  0.82
 2012  1 -0.56 -0.15 -0.73 -0.22  0.14 -0.45 -0.90 -0.79 -0.93 -1.15 -1.28 -1.11  0.27  0.52  0.05 -0.78 -0.45 -0.84  2.24  2.26  2.23  0.19  0.44  0.08  1.21  1.93 -1.06
 2012  2 -0.67 -0.24 -0.83 -0.70 -0.13 -1.06 -0.63 -0.49 -0.66 -0.76 -0.80 -0.74 -0.69  0.06 -1.35 -0.55 -0.31 -0.59  1.55  1.88  1.16 -0.33 -0.10 -0.44 -1.49 -1.15 -0.01
 2012  3 -0.60 -0.54 -0.62 -0.63 -0.62 -0.64 -0.56 -0.36 -0.60 -0.44 -0.47 -0.43 -0.77 -0.67 -0.86 -0.59 -0.25 -0.65 -0.43 -0.04 -0.88 -0.18  0.30 -0.41 -1.78 -1.19 -1.09
 2012  4 -0.54 -0.26 -0.64 -0.27 -0.14 -0.36 -0.80 -0.52 -0.86 -0.69 -0.75 -0.67 -0.08  0.00 -0.16 -0.83 -0.28 -0.92  0.57  0.81  0.29 -0.12 -0.14 -0.11 -1.02 -0.96 -0.31
 2012  5 -0.47 -0.34 -0.52 -0.31 -0.30 -0.32 -0.62 -0.44 -0.66 -0.35 -0.34 -0.36 -0.28 -0.28 -0.28 -0.77 -0.52 -0.82 -0.39 -0.44 -0.33 -1.06 -0.86 -1.15 -0.53 -0.29  0.04
 2012  6 -0.35 -0.19 -0.41 -0.18 -0.20 -0.17 -0.51 -0.19 -0.58 -0.14 -0.12 -0.15 -0.18 -0.21 -0.15 -0.73 -0.26 -0.81 -0.58 -0.67 -0.46 -0.97 -0.72 -1.08 -0.14 -0.14  0.07
 2012  7 -0.39 -0.47 -0.35 -0.51 -0.56 -0.47 -0.27 -0.27 -0.26 -0.72 -0.77 -0.71 -0.38 -0.51 -0.27 -0.04  0.09 -0.07 -0.29 -0.48 -0.08  0.17  0.30  0.11 -0.67 -0.55  0.35
 2012  8 -0.45 -0.51 -0.42 -0.61 -0.58 -0.63 -0.28 -0.36 -0.26 -0.85 -0.89 -0.84 -0.48 -0.51 -0.46  0.02  0.09  0.01 -0.32 -0.26 -0.38  0.98  1.24  0.86 -0.50 -0.50 -0.15
 2012  9 -0.40 -0.43 -0.39 -0.57 -0.56 -0.57 -0.24 -0.14 -0.26 -0.72 -0.69 -0.73 -0.48 -0.53 -0.45  0.01  0.27 -0.03 -0.49 -0.62 -0.34  1.56  2.05  1.33 -0.15 -0.03 -0.65
 2012 10 -0.44 -0.20 -0.53 -1.02 -0.68 -1.24  0.14  0.88 -0.02 -1.55 -1.54 -1.55 -0.76 -0.48 -1.01  1.04  2.75  0.73 -0.97 -0.90 -1.05  7.04  8.71  6.25 -0.26 -0.57 -1.43
 2012 11 -0.41 -0.42 -0.41 -0.80 -0.96 -0.69 -0.02  0.81 -0.20 -1.15 -1.14 -1.15 -0.63 -0.93 -0.36  0.59  2.33  0.28 -2.94 -2.72 -3.19  4.80  7.23  3.65 -0.50 -1.35 -1.28
 2012 12 -0.49 -0.86 -0.35 -1.04 -1.31 -0.87  0.05  0.16  0.03 -0.58 -0.51 -0.60 -1.27 -1.49 -1.07  0.38  0.59  0.34 -0.90 -1.05 -0.72  1.45  1.87  1.25 -1.06 -0.63 -0.20
 2013  1 -0.52 -0.44 -0.55 -0.32 -0.16 -0.43 -0.72 -1.07 -0.64 -1.64 -1.72 -1.62  0.43  0.27  0.57 -0.29 -0.63 -0.23  8.15  6.33 10.23 -0.19 -0.08 -0.24 -3.75 -3.16 -1.28
 2013  2 -0.46 -0.60 -0.41 -0.99 -0.95 -1.02  0.07  0.19  0.05 -0.61 -0.55 -0.63 -1.14 -1.03 -1.24  0.38  0.65  0.33  1.75  1.12  2.48  0.36  0.42  0.34 -1.32 -1.56  1.18
 2013  3 -0.29 -0.57 -0.19 -0.72 -0.84 -0.65  0.14  0.04  0.16 -0.17 -0.31 -0.13 -1.00 -0.97 -1.02  0.28  0.29  0.27 -4.16 -3.42 -5.00  0.07 -0.05  0.13 -0.22 -0.82 -0.14
 2013  4 -0.25 -0.32 -0.23 -0.35 -0.28 -0.40 -0.16 -0.41 -0.10 -0.32 -0.31 -0.32 -0.36 -0.27 -0.44 -0.07 -0.49 -0.00 -3.79 -2.92 -4.79 -0.66 -1.24 -0.39  0.39  0.03  0.25
 2013  5 -0.28 -0.28 -0.28 -0.05 -0.09 -0.02 -0.51 -0.70 -0.48 -0.27 -0.40 -0.23  0.07 -0.01  0.13 -0.64 -0.93 -0.59  0.82  0.56  1.12 -1.09 -1.41 -0.93  0.14  0.13 -0.63
 2013  6 -0.23 -0.21 -0.24  0.05 -0.01  0.09 -0.52 -0.65 -0.49  0.17  0.14  0.18 -0.03 -0.06 -0.00 -0.87 -1.22 -0.80  0.55  0.36  0.77 -1.19 -2.05 -0.78 -0.06 -0.13 -1.06
 2013  7 -0.17 -0.05 -0.22  0.18  0.21  0.16 -0.52 -0.64 -0.50  0.31  0.30  0.32  0.08  0.16  0.01 -0.94 -1.25 -0.88  0.36  0.42  0.29 -1.06 -1.41 -0.90  0.03 -0.01 -0.76
 2013  8 -0.22 -0.23 -0.21 -0.00 -0.06  0.03 -0.43 -0.60 -0.39  0.14  0.12  0.14 -0.11 -0.12 -0.11 -0.69 -1.11 -0.62  0.11 -0.03  0.27 -1.14 -1.38 -1.03 -0.01  0.00 -1.12
 2013  9 -0.31 -0.11 -0.39 -0.40 -0.29 -0.47 -0.22  0.28 -0.33 -0.34 -0.34 -0.34 -0.46 -0.28 -0.62 -0.14  0.75 -0.29  0.06  0.26 -0.17  1.34  3.17  0.48 -1.08 -0.80 -1.19
 2013 10 -0.31 -0.23 -0.34 -0.67 -0.65 -0.68  0.05  0.70 -0.09 -0.47 -0.54 -0.45 -0.81 -0.68 -0.92  0.35  1.66  0.12  0.02  0.02  0.03  4.36  6.05  3.56 -0.59 -0.54 -1.90
 2013 11 -0.21 -0.19 -0.22 -0.48 -0.69 -0.35  0.06  0.96 -0.13 -0.07 -0.08 -0.06 -0.74 -0.86 -0.63  0.16  1.76 -0.12 -1.32 -1.40 -1.22  4.29  5.44  3.74 -1.14 -1.80 -0.74
 2013 12 -0.15 -0.48 -0.02 -0.46 -0.85 -0.21  0.16  0.35  0.12  0.43  0.36  0.45 -0.96 -1.18 -0.75  0.05  0.38 -0.01 -4.72 -4.73 -4.71  0.78  1.67  0.35 -0.74 -2.06 -0.20
 2014  1 -0.13 -0.28 -0.07  0.03 -0.25  0.22 -0.30 -0.35 -0.28  0.07  0.09  0.06  0.03 -0.33  0.34 -0.50 -0.73 -0.46 -2.08 -1.56 -2.67 -0.47 -0.60 -0.41 -0.75 -0.33 -1.07
 2014  2 -0.15 -0.41 -0.05 -0.11 -0.58  0.18 -0.18 -0.02 -0.21  0.18  0.04  0.22 -0.24 -0.71  0.19 -0.40 -0.16 -0.44 -2.25 -2.13 -2.38  0.11  0.30  0.03  0.81  0.93 -0.49
 2014  3 -0.09 -0.15 -0.06  0.03 -0.30  0.25 -0.21  0.19 -0.29 -0.03 -0.01 -0.03  0.11 -0.35  0.53 -0.35  0.25 -0.45  0.02 -0.70  0.85 -0.00  0.25 -0.12  1.20  1.62  0.31
 2014  4 -0.17 -0.08 -0.20 -0.04 -0.07 -0.03 -0.29 -0.11 -0.32 -0.50 -0.44 -0.52  0.27  0.05  0.47 -0.25  0.07 -0.31  3.22  2.30  4.28  0.22  0.68  0.00 -0.23  0.22 -0.68
 2014  5 -0.28 -0.24 -0.29 -0.35 -0.20 -0.44 -0.21 -0.34 -0.19 -0.54 -0.53 -0.55 -0.21 -0.10 -0.30 -0.07 -0.24 -0.04  1.02  0.84  1.24 -0.32 -0.58 -0.19 -0.46 -0.38  0.09
 2014  6 -0.25 -0.22 -0.27 -0.25 -0.15 -0.32 -0.25 -0.37 -0.23 -0.46 -0.51 -0.45 -0.11 -0.04 -0.17 -0.18 -0.29 -0.16  0.18  0.25  0.10 -0.75 -0.83 -0.71  0.05  0.15  0.14
 2014  7 -0.31 -0.26 -0.34 -0.53 -0.31 -0.67 -0.10 -0.14 -0.09 -0.81 -0.72 -0.84 -0.34 -0.18 -0.48  0.23  0.22  0.23 -0.26 -0.24 -0.28 -0.34  0.14 -0.57 -0.11 -0.09  0.30
 2014  8 -0.35 -0.53 -0.28 -0.64 -0.51 -0.73 -0.07 -0.59  0.04 -0.69 -0.68 -0.69 -0.58 -0.45 -0.70  0.23 -0.55  0.37 -0.34 -0.33 -0.35  0.02 -0.54  0.28 -0.33 -0.20  0.27
